scenario,factor,h,regime,ic_lo,ic_hi,dIC,dt,n_hi,n_lo,dIC_h1,dIC_h2,stable,dt_adj_sqrtN,pass_bonf_z
next_lu,mom20,3,lu_premium_1d,-0.0729,-0.0899,-0.017,-0.17,28,26,-0.0259,-0.0398,True,-0.022,False
next_lu,mom20,5,limit_up_count,0.0158,-0.0856,-0.1015,-1.01,53,18,-0.2677,0.1479,False,-0.129,False
next_lu,mom20,5,limit_up_count_ma5,0.0333,-0.1232,-0.1566,,66,7,-0.3701,0.0101,False,,False
next_lu,mom20,5,blow_rate,-0.1184,-0.1006,0.0178,0.19,33,32,0.0534,-0.0349,False,0.024,False
next_lu,mom20,5,max_board_height,-0.01,-0.0616,-0.0516,-0.51,39,23,-0.1612,-0.0771,True,-0.065,False
next_lu,mom20,5,lu_premium_1d,-0.1006,-0.082,0.0187,0.17,28,26,0.01,0.021,True,0.022,False
next_lu,mom20,10,limit_up_count,-0.11,-0.1631,-0.0531,-0.57,52,18,-0.1542,0.0886,False,-0.073,False
next_lu,mom20,10,limit_up_count_ma5,-0.0238,-0.1676,-0.1438,,65,7,-0.4303,0.0528,False,,False
next_lu,mom20,10,blow_rate,-0.2045,-0.1259,0.0786,0.84,33,32,0.1458,-0.0044,False,0.107,False
next_lu,mom20,10,max_board_height,-0.0529,-0.1488,-0.0959,-0.9,39,23,-0.1962,-0.0626,True,-0.115,False
next_lu,mom20,10,lu_premium_1d,-0.1978,-0.1324,0.0655,0.61,28,25,-0.1149,0.266,False,0.078,False
next_lu,rev5,1,limit_up_count,-0.0142,-0.0762,-0.062,-0.54,53,18,0.0323,-0.1844,False,-0.069,False
next_lu,rev5,1,limit_up_count_ma5,-0.1758,-0.0331,0.1427,,66,7,0.3174,0.0166,True,,False
next_lu,rev5,1,blow_rate,-0.1169,0.0434,0.1604,1.95,33,32,0.2784,0.0407,True,0.249,False
next_lu,rev5,1,max_board_height,-0.0921,-0.0555,0.0366,0.44,39,23,0.2504,-0.0416,False,0.056,False
next_lu,rev5,1,lu_premium_1d,-0.005,-0.0531,-0.0481,-0.52,28,26,-0.0862,0.0248,False,-0.066,False
next_lu,rev5,3,limit_up_count,-0.0147,-0.0138,0.0009,0.01,53,18,0.0874,-0.1146,False,0.001,False
next_lu,rev5,3,limit_up_count_ma5,-0.0727,0.0294,0.1021,,66,7,0.0975,0.1324,True,,False
next_lu,rev5,3,blow_rate,-0.0203,0.0411,0.0613,0.73,33,32,0.0653,0.0763,True,0.093,False
next_lu,rev5,3,max_board_height,0.0083,0.0297,0.0214,0.25,39,23,0.1821,-0.0476,False,0.032,False
next_lu,rev5,3,lu_premium_1d,0.0245,-0.0119,-0.0364,-0.37,28,26,0.045,-0.1272,False,-0.047,False
next_lu,rev5,5,limit_up_count,0.0131,0.0047,-0.0084,-0.09,53,18,0.1877,-0.2979,False,-0.011,False
next_lu,rev5,5,limit_up_count_ma5,-0.0208,0.0377,0.0585,,66,7,0.0651,0.0311,True,,False
next_lu,rev5,5,blow_rate,-0.009,0.0555,0.0645,0.8,33,32,0.0721,0.0226,True,0.102,False
next_lu,rev5,5,max_board_height,0.0215,0.045,0.0235,0.27,39,23,0.1807,-0.0833,False,0.034,False
next_lu,rev5,5,lu_premium_1d,0.0429,0.0179,-0.0251,-0.27,28,26,0.0884,-0.177,False,-0.034,False
next_lu,rev5,10,limit_up_count,0.092,0.0616,-0.0303,-0.3,52,18,0.1479,-0.289,False,-0.038,False
next_lu,rev5,10,limit_up_count_ma5,-0.1723,0.0818,0.254,,65,7,0.3636,0.1611,True,,False
next_lu,rev5,10,blow_rate,0.0795,0.0937,0.0142,0.19,33,32,0.0231,-0.0258,False,0.024,False
next_lu,rev5,10,max_board_height,0.0196,0.0936,0.074,0.85,39,23,0.2173,-0.0076,False,0.108,False
next_lu,rev5,10,lu_premium_1d,0.0696,0.0868,0.0172,0.17,28,25,0.1516,-0.1529,False,0.022,False
next_lu,std5,1,limit_up_count,-0.2535,0.0258,0.2793,2.66,53,18,0.0828,0.5573,True,0.339,False
next_lu,std5,1,limit_up_count_ma5,-0.3597,-0.0055,0.3543,,66,7,0.3162,0.4015,True,,False
next_lu,std5,1,blow_rate,-0.0547,-0.0377,0.017,0.18,33,32,0.2261,-0.2376,False,0.023,False
next_lu,std5,1,max_board_height,-0.0832,-0.0362,0.047,0.51,39,23,0.2232,0.0066,True,0.065,False
next_lu,std5,1,lu_premium_1d,-0.0088,-0.0187,-0.0098,-0.09,28,26,-0.0421,0.0206,False,-0.011,False
next_lu,std5,3,limit_up_count,-0.1532,-0.0782,0.075,0.81,53,18,-0.0299,0.2323,False,0.103,False
next_lu,std5,3,limit_up_count_ma5,-0.2104,-0.098,0.1123,,66,7,-0.0099,0.236,False,,False
next_lu,std5,3,blow_rate,-0.0358,-0.1048,-0.0691,-0.79,33,32,0.0469,-0.1419,False,-0.101,False
next_lu,std5,3,max_board_height,-0.1542,-0.071,0.0832,1.03,39,23,0.2017,0.2297,True,0.131,False
next_lu,std5,3,lu_premium_1d,-0.1561,-0.0278,0.1282,1.31,28,26,0.0498,0.2476,True,0.167,False
next_lu,std5,5,limit_up_count,-0.1224,-0.0602,0.0621,0.8,53,18,0.0406,0.1139,True,0.102,False
next_lu,std5,5,limit_up_count_ma5,-0.2017,-0.073,0.1287,,66,7,-0.1563,0.3744,False,,False
next_lu,std5,5,blow_rate,-0.0272,-0.0427,-0.0155,-0.18,33,32,0.1231,-0.1298,False,-0.023,False
next_lu,std5,5,max_board_height,-0.0573,-0.0773,-0.02,-0.24,39,23,0.0285,0.0983,True,-0.031,False
next_lu,std5,5,lu_premium_1d,-0.1104,0.0134,0.1238,1.28,28,26,0.0038,0.308,True,0.163,False
next_lu,std5,10,limit_up_count,-0.138,-0.034,0.104,0.99,52,18,0.0969,0.1213,True,0.126,False
next_lu,std5,10,limit_up_count_ma5,-0.1667,-0.0569,0.1097,,65,7,-0.0733,0.2734,False,,False
next_lu,std5,10,blow_rate,0.0012,-0.0604,-0.0617,-0.7,33,32,0.0058,-0.1178,False,-0.089,False
next_lu,std5,10,max_board_height,-0.0314,-0.098,-0.0666,-0.7,39,23,-0.2665,0.0029,False,-0.089,False
next_lu,std5,10,lu_premium_1d,-0.1107,0.0159,0.1266,1.39,28,25,0.0442,0.2453,True,0.177,False
next_lu,std20,1,limit_up_count,-0.1302,0.0629,0.1931,1.93,53,18,-0.0571,0.5646,False,0.246,False
next_lu,std20,1,limit_up_count_ma5,-0.0935,0.0421,0.1356,,66,7,-0.2328,0.4615,False,,False
next_lu,std20,1,blow_rate,0.0113,-0.0365,-0.0477,-0.54,33,32,0.162,-0.2906,False,-0.069,False
next_lu,std20,1,max_board_height,0.0521,0.0455,-0.0066,-0.08,39,23,-0.1503,0.1726,False,-0.01,False
next_lu,std20,1,lu_premium_1d,0.0615,0.0605,-0.001,-0.01,28,26,-0.0789,0.106,False,-0.001,False
next_lu,std20,3,limit_up_count,-0.012,-0.0421,-0.0301,-0.31,53,18,-0.2017,0.2391,False,-0.04,False
next_lu,std20,3,limit_up_count_ma5,-0.0333,-0.0544,-0.0211,,66,7,-0.3542,0.2772,False,,False
next_lu,std20,3,blow_rate,-0.0723,-0.0635,0.0087,0.09,33,32,0.2514,-0.1869,False,0.011,False
next_lu,std20,3,max_board_height,-0.0225,-0.0416,-0.0191,-0.21,39,23,-0.1919,0.2244,False,-0.027,False
next_lu,std20,3,lu_premium_1d,0.0066,0.052,0.0454,0.46,28,26,-0.1265,0.2815,False,0.059,False
next_lu,std20,5,limit_up_count,-0.0827,-0.0529,0.0298,0.31,53,18,-0.2127,0.4015,False,0.04,False
next_lu,std20,5,limit_up_count_ma5,-0.1139,-0.0565,0.0574,,66,7,-0.426,0.4904,False,,False
next_lu,std20,5,blow_rate,-0.0163,-0.1048,-0.0884,-0.93,33,32,0.1764,-0.3435,False,-0.119,False
next_lu,std20,5,max_board_height,-0.0105,-0.024,-0.0135,-0.15,39,23,-0.2163,0.1898,False,-0.019,False
next_lu,std20,5,lu_premium_1d,-0.0479,0.0652,0.1131,1.19,28,26,-0.0458,0.3581,False,0.152,False
next_lu,std20,10,limit_up_count,-0.0837,-0.1126,-0.0289,-0.28,52,18,-0.1939,0.2209,False,-0.036,False
next_lu,std20,10,limit_up_count_ma5,-0.1424,-0.0942,0.0482,,65,7,-0.3538,0.39,False,,False
next_lu,std20,10,blow_rate,-0.0366,-0.1268,-0.0902,-0.98,33,32,0.1747,-0.3831,False,-0.125,False
next_lu,std20,10,max_board_height,-0.0315,-0.1041,-0.0726,-0.74,39,23,-0.3663,0.141,False,-0.094,False
next_lu,std20,10,lu_premium_1d,-0.0718,-0.0159,0.0558,0.53,28,25,-0.1594,0.3388,False,0.068,False
next_lu,amp5,1,limit_up_count,-0.2538,-0.0789,0.1749,1.59,53,18,0.1083,0.3109,True,0.203,False
next_lu,amp5,1,limit_up_count_ma5,-0.3355,-0.0883,0.2472,,66,7,0.2248,0.3035,True,,False
next_lu,amp5,1,blow_rate,-0.1673,-0.1199,0.0474,0.5,33,32,0.3796,-0.2892,False,0.064,False
next_lu,amp5,1,max_board_height,-0.012,-0.0707,-0.0587,-0.7,39,23,0.1431,0.0387,True,-0.089,False
next_lu,amp5,1,lu_premium_1d,-0.0799,-0.1253,-0.0454,-0.44,28,26,-0.073,-0.0066,True,-0.056,False
next_lu,amp5,3,limit_up_count,-0.1405,-0.1333,0.0072,0.06,53,18,0.0371,0.0153,True,0.008,False
next_lu,amp5,3,limit_up_count_ma5,-0.426,-0.1496,0.2764,,66,7,0.3878,0.2272,True,,False
next_lu,amp5,3,blow_rate,-0.1837,-0.1499,0.0338,0.36,33,32,0.3091,-0.179,False,0.046,False
next_lu,amp5,3,max_board_height,-0.07,-0.1329,-0.0629,-0.75,39,23,0.0095,0.1015,True,-0.096,False
next_lu,amp5,3,lu_premium_1d,-0.1511,-0.1224,0.0287,0.29,28,26,-0.1435,0.2633,False,0.037,False
next_lu,amp5,5,limit_up_count,-0.1505,-0.0834,0.0671,0.68,53,18,0.1691,-0.0331,False,0.087,False
next_lu,amp5,5,limit_up_count_ma5,-0.374,-0.0905,0.2836,,66,7,0.3081,0.2797,True,,False
next_lu,amp5,5,blow_rate,-0.1381,-0.0606,0.0776,0.84,33,32,0.3904,-0.1901,False,0.107,False
next_lu,amp5,5,max_board_height,0.006,-0.1066,-0.1126,-1.23,39,23,0.0234,-0.1187,False,-0.157,False
next_lu,amp5,5,lu_premium_1d,-0.1181,-0.0896,0.0285,0.3,28,26,-0.1384,0.2527,False,0.038,False
next_lu,amp5,10,limit_up_count,-0.1776,-0.1372,0.0404,0.44,52,18,0.0645,0.024,True,0.056,False
next_lu,amp5,10,limit_up_count_ma5,-0.3515,-0.1296,0.2219,,65,7,0.0874,0.3382,True,,False
next_lu,amp5,10,blow_rate,-0.1618,-0.1214,0.0404,0.48,33,32,0.2991,-0.2219,False,0.061,False
next_lu,amp5,10,max_board_height,-0.0734,-0.158,-0.0846,-0.94,39,23,-0.3191,0.0843,False,-0.12,False
next_lu,amp5,10,lu_premium_1d,-0.1752,-0.1759,-0.0008,-0.01,28,25,-0.2139,0.2655,False,-0.001,False
next_lu,to_level,1,limit_up_count,-0.073,0.0343,0.1073,1.19,40,17,-0.0415,0.2832,False,0.152,False
next_lu,to_level,1,limit_up_count_ma5,-0.0732,0.0259,0.099,,51,7,-0.0575,0.231,False,,False
next_lu,to_level,1,blow_rate,0.0199,-0.0196,-0.0395,-0.44,28,26,0.2194,-0.2236,False,-0.056,False
next_lu,to_level,1,max_board_height,0.0652,0.0131,-0.0522,-0.54,28,23,-0.1095,0.0138,False,-0.069,False
next_lu,to_level,1,lu_premium_1d,0.106,0.0264,-0.0796,-0.78,24,24,-0.2959,0.1108,False,-0.1,False
next_lu,to_level,3,limit_up_count,-0.0606,-0.0302,0.0304,0.28,40,17,-0.056,0.1324,False,0.036,False
next_lu,to_level,3,limit_up_count_ma5,-0.2212,-0.0178,0.2034,,51,7,0.1177,0.2718,True,,False
next_lu,to_level,3,blow_rate,-0.0319,0.014,0.0459,0.45,28,26,0.2968,-0.0977,False,0.057,False
next_lu,to_level,3,max_board_height,-0.0121,-0.0064,0.0057,0.06,28,23,-0.3275,0.1575,False,0.008,False
next_lu,to_level,3,lu_premium_1d,-0.0512,0.0564,0.1076,1.05,24,24,-0.1226,0.3205,False,0.134,False
next_lu,to_level,5,limit_up_count,-0.0294,-0.0582,-0.0288,-0.26,40,17,-0.1164,0.0743,False,-0.033,False
next_lu,to_level,5,limit_up_count_ma5,-0.2987,-0.0662,0.2325,,51,7,0.0372,0.3829,True,,False
next_lu,to_level,5,blow_rate,-0.0562,-0.0417,0.0145,0.15,28,26,0.2698,-0.2008,False,0.019,False
next_lu,to_level,5,max_board_height,-0.0266,0.0086,0.0352,0.34,28,23,-0.2586,0.0921,False,0.043,False
next_lu,to_level,5,lu_premium_1d,-0.0459,0.0077,0.0536,0.53,24,24,0.0003,0.0987,True,0.068,False
next_lu,to_level,10,limit_up_count,-0.0558,-0.1589,-0.103,-1.29,39,17,-0.1615,-0.037,True,-0.165,False
next_lu,to_level,10,limit_up_count_ma5,-0.2446,-0.1418,0.1028,,50,7,-0.0229,0.1885,False,,False
next_lu,to_level,10,blow_rate,-0.1524,-0.0883,0.064,0.68,28,26,0.231,-0.0714,False,0.087,False
next_lu,to_level,10,max_board_height,-0.1718,-0.0855,0.0862,0.84,28,23,-0.1195,0.1616,False,0.107,False
next_lu,to_level,10,lu_premium_1d,-0.1376,-0.1192,0.0184,0.17,24,23,-0.1661,0.1856,False,0.022,False
next_lu,to_trend,1,limit_up_count,-0.0769,-0.0786,-0.0017,-0.02,40,17,0.2283,-0.2675,False,-0.003,False
next_lu,to_trend,1,limit_up_count_ma5,0.0013,-0.1085,-0.1098,,51,7,-0.2402,-0.0225,True,,False
next_lu,to_trend,1,blow_rate,-0.1085,-0.0662,0.0423,0.53,28,26,-0.0049,0.0998,False,0.068,False
next_lu,to_trend,1,max_board_height,0.0318,-0.0805,-0.1123,-1.51,28,23,-0.1554,-0.3028,True,-0.193,False
next_lu,to_trend,1,lu_premium_1d,-0.134,-0.1264,0.0076,0.08,24,24,0.1502,-0.1207,False,0.01,False
next_lu,to_trend,3,limit_up_count,-0.0384,-0.0989,-0.0604,-0.76,40,17,0.1537,-0.3073,False,-0.097,False
next_lu,to_trend,3,limit_up_count_ma5,0.026,-0.1112,-0.1372,,51,7,-0.1348,-0.1491,True,,False
next_lu,to_trend,3,blow_rate,-0.1459,-0.0637,0.0822,1.0,28,26,-0.0631,0.2278,False,0.128,False
next_lu,to_trend,3,max_board_height,0.0446,-0.1156,-0.1602,-1.99,28,23,-0.0608,-0.3233,True,-0.254,False
next_lu,to_trend,3,lu_premium_1d,-0.0595,-0.2063,-0.1468,-1.77,24,24,-0.1153,-0.1888,True,-0.226,False
next_lu,to_trend,5,limit_up_count,0.029,-0.1239,-0.1529,-1.68,40,17,0.1089,-0.4549,False,-0.214,False
next_lu,to_trend,5,limit_up_count_ma5,0.0398,-0.0982,-0.138,,51,7,0.0198,-0.2828,False,,False
next_lu,to_trend,5,blow_rate,-0.2048,0.0351,0.2399,2.63,28,26,0.0983,0.4159,True,0.336,False
next_lu,to_trend,5,max_board_height,0.0205,-0.098,-0.1185,-1.3,28,23,0.1118,-0.3349,False,-0.166,False
next_lu,to_trend,5,lu_premium_1d,-0.0454,-0.2134,-0.168,-1.67,24,24,-0.1513,-0.206,True,-0.213,False
next_lu,to_trend,10,limit_up_count,-0.026,-0.0974,-0.0714,-0.77,39,17,0.0426,-0.2092,False,-0.098,False
next_lu,to_trend,10,limit_up_count_ma5,0.0333,-0.0724,-0.1057,,50,7,-0.1524,-0.0908,True,,False
next_lu,to_trend,10,blow_rate,-0.2013,0.0251,0.2264,2.67,28,26,0.1128,0.3486,True,0.341,False
next_lu,to_trend,10,max_board_height,-0.0127,-0.0812,-0.0685,-0.83,28,23,0.1371,-0.2606,False,-0.106,False
next_lu,to_trend,10,lu_premium_1d,-0.0642,-0.1682,-0.104,-1.08,24,23,-0.0872,-0.1512,True,-0.138,False
next_lu,amihud20,1,limit_up_count,0.0736,0.0102,-0.0634,-0.64,52,16,-0.0932,-0.0527,True,-0.082,False
next_lu,amihud20,1,limit_up_count_ma5,0.1424,-0.0049,-0.1473,,64,7,-0.2281,-0.1201,True,,False
next_lu,amihud20,1,blow_rate,-0.0455,-0.0094,0.036,0.49,31,31,-0.0436,0.1206,False,0.063,False
next_lu,amihud20,1,max_board_height,-0.0473,-0.0727,-0.0253,-0.33,38,23,-0.0778,-0.1507,True,-0.042,False
next_lu,amihud20,1,lu_premium_1d,0.0271,-0.0674,-0.0944,-1.25,27,25,-0.0496,-0.1574,True,-0.16,False
next_lu,amihud20,3,limit_up_count,0.1561,0.0695,-0.0866,-1.11,52,16,-0.0923,-0.08,True,-0.142,False
next_lu,amihud20,3,limit_up_count_ma5,0.1965,0.031,-0.1656,,64,7,-0.1807,-0.1695,True,,False
next_lu,amihud20,3,blow_rate,0.0058,0.0224,0.0167,0.23,31,31,-0.0548,0.0971,False,0.029,False
next_lu,amihud20,3,max_board_height,0.0764,0.0089,-0.0675,-0.84,38,23,-0.0563,-0.0778,True,-0.107,False
next_lu,amihud20,3,lu_premium_1d,0.122,-0.0453,-0.1673,-2.26,27,25,-0.0635,-0.2811,True,-0.288,False
next_lu,amihud20,5,limit_up_count,0.1473,0.0403,-0.107,-0.84,52,16,0.0256,-0.2637,False,-0.107,False
next_lu,amihud20,5,limit_up_count_ma5,0.2935,0.0085,-0.285,,64,7,-0.2012,-0.3814,True,,False
next_lu,amihud20,5,blow_rate,0.0063,0.0374,0.0311,0.4,31,31,-0.0821,0.1822,False,0.051,False
next_lu,amihud20,5,max_board_height,-0.0,0.0143,0.0143,0.15,38,23,0.0869,0.0359,True,0.019,False
next_lu,amihud20,5,lu_premium_1d,0.0485,-0.0305,-0.079,-0.88,27,25,-0.0068,-0.1579,True,-0.112,False
next_lu,amihud20,10,limit_up_count,0.085,0.1355,0.0505,0.56,51,16,0.1191,-0.0524,False,0.071,False
next_lu,amihud20,10,limit_up_count_ma5,0.0208,0.088,0.0672,,63,7,0.1245,-0.0259,False,,False
next_lu,amihud20,10,blow_rate,0.0611,0.0472,-0.0139,-0.17,31,31,-0.1332,0.0957,False,-0.022,False
next_lu,amihud20,10,max_board_height,0.0269,0.122,0.0951,0.92,38,23,0.2063,-0.0001,False,0.117,False
next_lu,amihud20,10,lu_premium_1d,0.0714,0.0832,0.0118,0.12,27,24,0.0629,-0.0758,False,0.015,False
next_lu,vp_div,1,limit_up_count,0.1598,0.0971,-0.0627,-0.61,53,18,-0.2048,0.1344,False,-0.078,False
next_lu,vp_div,1,limit_up_count_ma5,0.1879,0.1238,-0.0641,,66,7,0.2271,-0.2646,False,,False
next_lu,vp_div,1,blow_rate,0.1264,0.1326,0.0062,0.08,33,32,-0.0437,0.0688,False,0.01,False
next_lu,vp_div,1,max_board_height,0.02,0.1126,0.0926,1.19,39,23,0.1966,0.2651,True,0.152,False
next_lu,vp_div,1,lu_premium_1d,0.146,0.174,0.028,0.29,28,26,-0.0312,0.1086,False,0.037,False
next_lu,vp_div,3,limit_up_count,0.0822,0.0905,0.0084,0.1,53,18,-0.1074,0.1651,False,0.013,False
next_lu,vp_div,3,limit_up_count_ma5,0.0247,0.1001,0.0754,,66,7,0.3335,-0.1131,False,,False
next_lu,vp_div,3,blow_rate,0.0957,0.145,0.0493,0.66,33,32,0.131,-0.0648,False,0.084,False
next_lu,vp_div,3,max_board_height,-0.0307,0.1303,0.161,2.04,39,23,0.108,0.2831,True,0.26,False
next_lu,vp_div,3,lu_premium_1d,0.0599,0.2296,0.1698,2.26,28,26,0.126,0.2452,True,0.288,False
next_lu,vp_div,5,limit_up_count,0.0076,0.1015,0.094,1.03,53,18,-0.1217,0.4183,False,0.131,False
next_lu,vp_div,5,limit_up_count_ma5,0.0792,0.0714,-0.0078,,66,7,0.1432,-0.0605,False,,False
next_lu,vp_div,5,blow_rate,0.1622,0.0296,-0.1326,-1.66,33,32,-0.07,-0.2027,True,-0.212,False
next_lu,vp_div,5,max_board_height,0.0352,0.0759,0.0407,0.47,39,23,-0.0486,0.2351,False,0.06,False
next_lu,vp_div,5,lu_premium_1d,0.0688,0.2326,0.1638,1.94,28,26,0.1752,0.2152,True,0.248,False
next_lu,vp_div,10,limit_up_count,0.0242,0.0278,0.0037,0.04,52,18,-0.1899,0.2988,False,0.005,False
next_lu,vp_div,10,limit_up_count_ma5,0.1143,0.0101,-0.1042,,65,7,-0.0303,-0.1183,True,,False
next_lu,vp_div,10,blow_rate,0.1129,0.0049,-0.108,-1.36,33,32,0.0134,-0.2743,False,-0.174,False
next_lu,vp_div,10,max_board_height,0.0383,0.0424,0.0041,0.05,39,23,-0.2031,0.2112,False,0.006,False
next_lu,vp_div,10,lu_premium_1d,0.016,0.1646,0.1485,1.72,28,25,0.1807,0.166,True,0.22,False
next_lu,gap,1,limit_up_count,0.1065,0.2326,0.1262,1.26,53,18,0.0059,0.2754,True,0.161,False
next_lu,gap,1,limit_up_count_ma5,0.1614,0.142,-0.0193,,66,7,-0.2038,0.084,False,,False
next_lu,gap,1,blow_rate,0.2283,0.0919,-0.1363,-1.72,33,32,-0.2381,-0.1114,True,-0.22,False
next_lu,gap,1,max_board_height,0.0709,0.2137,0.1428,1.79,39,23,-0.0422,0.1777,False,0.228,False
next_lu,gap,1,lu_premium_1d,0.0934,0.3084,0.215,2.71,28,26,0.3014,0.0919,True,0.346,False
next_lu,gap,3,limit_up_count,0.1285,0.1583,0.0298,0.37,53,18,-0.0671,0.1546,False,0.047,False
next_lu,gap,3,limit_up_count_ma5,0.2049,0.0815,-0.1234,,66,7,-0.2989,-0.0094,True,,False
next_lu,gap,3,blow_rate,0.1345,0.0878,-0.0468,-0.57,33,32,-0.186,0.0715,False,-0.073,False
next_lu,gap,3,max_board_height,0.023,0.1091,0.0862,1.04,39,23,-0.0092,0.0692,False,0.133,False
next_lu,gap,3,lu_premium_1d,-0.0035,0.2573,0.2608,3.08,28,26,0.263,0.2512,True,0.393,False
next_lu,gap,5,limit_up_count,0.0477,0.1205,0.0728,0.8,53,18,-0.128,0.3345,False,0.102,False
next_lu,gap,5,limit_up_count_ma5,0.0001,0.0671,0.067,,66,7,-0.0339,0.1276,False,,False
next_lu,gap,5,blow_rate,0.0934,0.0688,-0.0246,-0.32,33,32,-0.1223,0.037,False,-0.041,False
next_lu,gap,5,max_board_height,-0.0545,0.1231,0.1776,2.25,39,23,0.1203,0.1899,True,0.287,False
next_lu,gap,5,lu_premium_1d,0.0158,0.1698,0.154,1.76,28,26,0.0519,0.2483,True,0.225,False
next_lu,gap,10,limit_up_count,-0.0685,0.0974,0.1659,1.68,52,18,0.1199,0.2375,True,0.214,False
next_lu,gap,10,limit_up_count_ma5,0.0345,0.0291,-0.0054,,65,7,-0.2042,0.1338,False,,False
next_lu,gap,10,blow_rate,0.074,0.0311,-0.0429,-0.5,33,32,-0.1328,0.0837,False,-0.064,False
next_lu,gap,10,max_board_height,-0.0309,0.0942,0.1251,1.41,39,23,0.2792,0.1761,True,0.18,False
next_lu,gap,10,lu_premium_1d,-0.0203,0.0925,0.1128,1.31,28,25,0.0483,0.1887,True,0.167,False
next_lu,c2l5,1,limit_up_count,-0.2175,-0.0898,0.1277,1.13,53,18,0.1006,0.189,True,0.144,False
next_lu,c2l5,1,limit_up_count_ma5,-0.2251,-0.0855,0.1396,,66,7,0.1718,0.14,True,,False
next_lu,c2l5,1,blow_rate,-0.1718,-0.1238,0.0479,0.55,33,32,0.2834,-0.1814,False,0.07,False
next_lu,c2l5,1,max_board_height,0.0224,-0.0821,-0.1045,-1.38,39,23,0.1474,-0.0705,False,-0.176,False
next_lu,c2l5,1,lu_premium_1d,-0.0833,-0.0996,-0.0163,-0.17,28,26,-0.0405,0.0156,False,-0.022,False
next_lu,c2l5,3,limit_up_count,-0.1396,-0.1191,0.0204,0.17,53,18,0.0294,0.0225,True,0.022,False
next_lu,c2l5,3,limit_up_count_ma5,-0.4238,-0.1244,0.2994,,66,7,0.4604,0.1746,True,,False
next_lu,c2l5,3,blow_rate,-0.1926,-0.1162,0.0764,0.85,33,32,0.3109,-0.1463,False,0.108,False
next_lu,c2l5,3,max_board_height,-0.0562,-0.1037,-0.0475,-0.57,39,23,-0.0461,0.0631,False,-0.073,False
next_lu,c2l5,3,lu_premium_1d,-0.1667,-0.0971,0.0696,0.74,28,26,-0.1291,0.3124,False,0.094,False
next_lu,c2l5,5,limit_up_count,-0.1527,-0.075,0.0777,0.87,53,18,0.1205,0.0325,True,0.111,False
next_lu,c2l5,5,limit_up_count_ma5,-0.3312,-0.0787,0.2524,,66,7,0.3449,0.1676,True,,False
next_lu,c2l5,5,blow_rate,-0.1616,-0.0433,0.1183,1.37,33,32,0.3478,-0.099,False,0.175,False
next_lu,c2l5,5,max_board_height,-0.0004,-0.0956,-0.0953,-1.08,39,23,-0.0079,-0.1545,True,-0.138,False
next_lu,c2l5,5,lu_premium_1d,-0.1247,-0.099,0.0256,0.29,28,26,-0.1637,0.2626,False,0.037,False
next_lu,c2l5,10,limit_up_count,-0.1772,-0.1248,0.0524,0.56,52,18,0.0178,0.0966,True,0.071,False
next_lu,c2l5,10,limit_up_count_ma5,-0.2571,-0.1128,0.1444,,65,7,0.0536,0.2019,True,,False
next_lu,c2l5,10,blow_rate,-0.2088,-0.1012,0.1076,1.4,33,32,0.2875,-0.1065,False,0.179,False
next_lu,c2l5,10,max_board_height,-0.0353,-0.1547,-0.1194,-1.51,39,23,-0.3548,-0.0384,True,-0.193,False
next_lu,c2l5,10,lu_premium_1d,-0.1556,-0.1913,-0.0356,-0.4,28,25,-0.2257,0.1911,False,-0.051,False
next_lu,winner_ratio,1,limit_up_count,0.0663,0.0949,0.0285,0.31,53,18,0.0216,0.0236,True,0.04,False
next_lu,winner_ratio,1,limit_up_count_ma5,0.3619,0.0631,-0.2988,,66,7,-0.2649,-0.3346,True,,False
next_lu,winner_ratio,1,blow_rate,0.1673,-0.0043,-0.1716,-2.32,33,32,-0.271,-0.1123,True,-0.296,False
next_lu,winner_ratio,1,max_board_height,0.1439,0.0396,-0.1043,-1.19,39,23,-0.1019,-0.1261,True,-0.152,False
next_lu,winner_ratio,1,lu_premium_1d,0.145,0.1421,-0.003,-0.04,28,26,-0.0543,0.062,False,-0.005,False
next_lu,winner_ratio,3,limit_up_count,0.0186,0.0594,0.0408,0.46,53,18,0.0339,0.0622,True,0.059,False
next_lu,winner_ratio,3,limit_up_count_ma5,0.2649,0.034,-0.2309,,66,7,-0.1746,-0.2656,True,,False
next_lu,winner_ratio,3,blow_rate,0.0552,0.0421,-0.0131,-0.18,33,32,0.005,-0.0487,False,-0.023,False
next_lu,winner_ratio,3,max_board_height,0.0713,0.0389,-0.0324,-0.44,39,23,-0.0318,0.0123,False,-0.056,False
next_lu,winner_ratio,3,lu_premium_1d,0.0909,0.1229,0.032,0.42,28,26,-0.0605,0.1719,False,0.054,False
next_lu,winner_ratio,5,limit_up_count,0.0419,0.0469,0.005,0.06,53,18,-0.1363,0.239,False,0.008,False
next_lu,winner_ratio,5,limit_up_count_ma5,0.2571,0.0116,-0.2455,,66,7,-0.2901,-0.1567,True,,False
next_lu,winner_ratio,5,blow_rate,0.045,0.0271,-0.0179,-0.22,33,32,0.0136,0.0054,True,-0.028,False
next_lu,winner_ratio,5,max_board_height,0.0998,0.0216,-0.0782,-0.88,39,23,-0.166,0.0311,False,-0.112,False
next_lu,winner_ratio,5,lu_premium_1d,0.0875,0.1004,0.0129,0.14,28,26,-0.1631,0.2712,False,0.018,False
